asset,liab,m_d,m_p,ir,gn
50000000.0,0.0,21.05.2018,60,1.8849,597
52400000.0,0.0,21.05.2018,60,1.8849,489
0.0,17000000.0,21.05.2018,60,1.8849,496
0.0,20500000.0,21.05.2018,60,1.8849,423
0.0,41200000.0,21.05.2018,60,1.8849,598
0.0,20700000.0,21.05.2018,60,1.8849,367
102800000.0,0.0,21.05.2018,60,1.8849,326
0.0,20600000.0,21.05.2018,60,1.8849,599
0.0,27500000.0,21.05.2018,60,1.8849,600
20600000.0,0.0,21.05.2018,60,1.8849,490
51500000.0,0.0,21.05.2018,60,1.8849,601
0.0,31000000.0,21.05.2018,60,1.8849,602
0.0,31100000.0,21.05.2018,60,1.8849,543
10300000.0,0.0,21.05.2018,60,1.8849,603
20600000.0,0.0,21.05.2018,60,1.8849,599
0.0,218900000.0,21.05.2018,60,1.8849,563
150800000.0,0.0,21.05.2018,60,1.8849,415
0.0,55900000.0,21.05.2018,60,1.8849,405
0.0,37500000.0,21.05.2018,60,1.8849,280
91000000.0,0.0,21.05.2018,60,1.8849,218
0.0,102000000.0,21.05.2018,60,1.8849,424
10200000.0,0.0,21.05.2018,60,1.8849,604
11000000.0,0.0,21.05.2018,60,1.8849,409
11000000.0,0.0,21.05.2018,60,1.8849,534
21000000.0,0.0,21.05.2018,60,1.8849,605
0.0,21000000.0,21.05.2018,60,1.8849,404
0.0,100000000.0,21.05.2018,60,1.8849,315
0.0,201000000.0,21.05.2018,60,1.8849,110
0.0,16700000.0,21.05.2018,60,1.8849,352
15000000.0,0.0,21.05.2018,60,1.8849,567
1000000.0,0.0,21.05.2018,60,1.8849,186
0.0,55200000.0,21.05.2018,60,1.8849,437
22000000.0,0.0,21.05.2018,60,1.8849,493
40000000.0,0.0,21.05.2018,60,1.8849,256
71000000.0,0.0,21.05.2018,60,1.8849,606
0.0,12500000.0,21.05.2018,60,1.8849,607
0.0,11000000.0,21.05.2018,60,1.8849,578
104900000.0,0.0,21.05.2018,60,1.8849,190
240700000.0,0.0,21.05.2018,60,1.8849,608
67300000.0,0.0,21.05.2018,60,1.8849,207
163000000.0,0.0,21.05.2018,60,1.8849,609
0.0,26000000.0,21.05.2018,60,1.8849,610
0.0,97000000.0,21.05.2018,60,1.8849,310
0.0,21000000.0,21.05.2018,60,1.8849,498
12700000.0,0.0,21.05.2018,60,1.8849,410
52900000.0,0.0,21.05.2018,60,1.8849,120
0.0,20600000.0,21.05.2018,60,1.8849,611
18500000.0,0.0,21.05.2018,60,1.8849,441
10200000.0,0.0,21.05.2018,60,1.8849,612
0.0,52000000.0,21.05.2018,60,1.8921,185
0.0,10000000.0,21.05.2018,60,1.8921,527
0.0,50000000.0,21.05.2018,60,1.8921,388
0.0,20800000.0,21.05.2018,60,1.8921,613
0.0,10000000.0,21.05.2018,60,1.8921,544
0.0,50000000.0,21.05.2018,60,1.8921,398
18600000.0,0.0,21.05.2018,60,1.8921,459
0.0,44000000.0,21.05.2018,60,1.8921,362
0.0,4100000.0,21.05.2018,60,1.8921,277
20600000.0,0.0,21.05.2018,60,1.8921,611
10300000.0,0.0,21.05.2018,60,1.8921,614
0.0,6200000.0,21.05.2018,60,1.8921,298
0.0,22000000.0,21.05.2018,60,1.8921,615
0.0,17000000.0,21.05.2018,60,1.8921,509
22000000.0,0.0,21.05.2018,60,1.8921,615
0.0,109800000.0,21.05.2018,60,1.8921,158
0.0,10000000.0,21.05.2018,60,1.8921,550
0.0,12000000.0,21.05.2018,60,1.8921,616
0.0,10000000.0,21.05.2018,60,1.8921,551
0.0,10000000.0,21.05.2018,60,1.8921,568
0.0,10000000.0,21.05.2018,60,1.8921,571
0.0,21000000.0,21.05.2018,60,1.8921,506
0.0,50000000.0,21.05.2018,60,1.8921,431
10000000.0,0.0,21.05.2018,60,1.8921,608
0.0,21000000.0,21.05.2018,60,1.8921,562
95400000.0,0.0,21.05.2018,60,1.8921,617
0.0,10000000.0,21.05.2018,60,1.8921,575
0.0,15000000.0,21.05.2018,60,1.8921,461
0.0,10000000.0,21.05.2018,60,1.8921,580
208200000.0,0.0,21.05.2018,60,1.8921,188
10000000.0,0.0,21.05.2018,60,1.8921,618
0.0,50000000.0,21.05.2018,60,1.8921,470
0.0,10000000.0,21.05.2018,60,1.8921,581
0.0,8300000.0,21.05.2018,60,1.8921,261
52000000.0,0.0,21.05.2018,60,1.8921,619
14400000.0,0.0,21.05.2018,60,1.8921,620
0.0,20700000.0,21.05.2018,60,1.8921,621
0.0,31200000.0,22.05.2018,61,1.9039,542
35000000.0,0.0,22.05.2018,61,1.9039,622
10900000.0,0.0,22.05.2018,61,1.9039,623
0.0,28300000.0,22.05.2018,61,1.9039,624
0.0,100000000.0,22.05.2018,61,1.9039,425
204500000.0,0.0,22.05.2018,61,1.9039,329
79700000.0,0.0,22.05.2018,61,1.9039,283
0.0,10300000.0,22.05.2018,61,1.9039,393
10300000.0,0.0,22.05.2018,61,1.9039,625
0.0,10900000.0,22.05.2018,61,1.9039,508
0.0,14600000.0,22.05.2018,61,1.9039,179
0.0,26200000.0,22.05.2018,61,1.9039,626
100000000.0,0.0,22.05.2018,61,1.9039,627
50000000.0,0.0,22.05.2018,61,1.9039,628
0.0,206700000.0,22.05.2018,61,1.9039,535
0.0,86700000.0,22.05.2018,61,1.9039,480
0.0,10300000.0,22.05.2018,61,1.9039,394
0.0,10400000.0,22.05.2018,61,1.9039,426
10400000.0,0.0,22.05.2018,61,1.9039,629
0.0,18000000.0,22.05.2018,61,1.9039,630
11000000.0,0.0,22.05.2018,61,1.9039,631
10300000.0,0.0,22.05.2018,61,1.9039,632
0.0,45300000.0,22.05.2018,61,1.9039,347
53100000.0,0.0,22.05.2018,61,1.9039,633
0.0,14500000.0,22.05.2018,61,1.9039,480
0.0,10400000.0,22.05.2018,61,1.9039,427
38600000.0,0.0,22.05.2018,61,1.9039,304
10400000.0,0.0,22.05.2018,61,1.9039,634
0.0,11000000.0,22.05.2018,61,1.9039,593
11000000.0,0.0,22.05.2018,61,1.9039,635
20700000.0,0.0,22.05.2018,61,1.9039,621
108500000.0,0.0,22.05.2018,61,1.9039,402
20800000.0,0.0,22.05.2018,61,1.9039,613
95500000.0,0.0,22.05.2018,61,1.9039,636
0.0,2700000.0,22.05.2018,61,1.9039,300
10400000.0,0.0,22.05.2018,61,1.9039,637
0.0,10000000.0,22.05.2018,61,1.9039,583
47800000.0,0.0,22.05.2018,61,1.9039,638
0.0,50000000.0,22.05.2018,61,1.9039,474
0.0,60000000.0,22.05.2018,61,1.9039,273
4400000.0,0.0,22.05.2018,61,1.9039,250
0.0,25000000.0,22.05.2018,61,1.9039,235
10000000.0,0.0,23.05.2018,62,1.9198,639
0.0,10000000.0,23.05.2018,62,1.9198,585
25000000.0,0.0,23.05.2018,62,1.9198,497
10300000.0,0.0,23.05.2018,62,1.9198,640
20600000.0,0.0,23.05.2018,62,1.9198,641
29900000.0,0.0,23.05.2018,62,1.9198,414
0.0,6200000.0,23.05.2018,62,1.9198,306
28000000.0,0.0,23.05.2018,62,1.9198,418
101900000.0,0.0,23.05.2018,62,1.9198,642
20800000.0,0.0,23.05.2018,62,1.9198,643
0.0,10400000.0,23.05.2018,62,1.9198,435
8000000.0,0.0,23.05.2018,62,1.9198,492
0.0,10300000.0,23.05.2018,62,1.9198,395
0.0,23100000.0,23.05.2018,62,1.9198,299
0.0,10000000.0,23.05.2018,62,1.9198,586
16600000.0,0.0,23.05.2018,62,1.9198,343
10000000.0,0.0,23.05.2018,62,1.9198,644
20000000.0,0.0,23.05.2018,62,1.9198,645
0.0,52000000.0,23.05.2018,62,1.9198,364
0.0,10300000.0,23.05.2018,62,1.9198,396
10400000.0,0.0,23.05.2018,62,1.9198,646
0.0,20800000.0,23.05.2018,62,1.9198,643
0.0,52700000.0,23.05.2018,62,1.9198,633
20000000.0,0.0,24.05.2018,63,1.9436,647
50600000.0,0.0,24.05.2018,63,1.9436,648
11000000.0,0.0,24.05.2018,63,1.9436,649
0.0,25000000.0,24.05.2018,63,1.9436,457
0.0,11000000.0,24.05.2018,63,1.9436,623
25000000.0,0.0,24.05.2018,63,1.9436,554
0.0,1000.0,24.05.2018,63,1.9436,451
0.0,20800000.0,24.05.2018,63,1.9436,650
20800000.0,0.0,24.05.2018,63,1.9436,650
0.0,10000000.0,24.05.2018,63,1.9436,587
50000000.0,0.0,24.05.2018,63,1.9436,651
0.0,20600000.0,24.05.2018,63,1.9436,641
50000000.0,0.0,24.05.2018,63,1.9436,652
10500000.0,0.0,24.05.2018,63,1.9436,653
0.0,11000000.0,24.05.2018,63,1.9436,631
0.0,47500000.0,24.05.2018,63,1.9436,638
0.0,11000000.0,24.05.2018,63,1.9436,635
0.0,25000000.0,24.05.2018,63,1.9436,654
0.0,11000000.0,24.05.2018,63,1.9436,649
50600000.0,0.0,24.05.2018,63,1.9436,655
0.0,11000000.0,24.05.2018,63,1.9436,656
10000000.0,0.0,24.05.2018,63,1.9436,657
0.0,21000000.0,24.05.2018,63,1.9436,565
10500000.0,0.0,24.05.2018,63,1.9436,658
0.0,8300000.0,24.05.2018,63,1.9436,536
11000000.0,0.0,24.05.2018,63,1.9436,656
47500000.0,0.0,24.05.2018,63,1.9436,561
20900000.0,0.0,24.05.2018,63,1.9436,541
5000000.0,0.0,24.05.2018,63,1.9436,473
31200000.0,0.0,24.05.2018,63,1.9436,463
0.0,20800000.0,24.05.2018,63,1.9436,659
0.0,20600000.0,24.05.2018,63,1.9436,660
0.0,10400000.0,24.05.2018,63,1.9436,453
0.0,5000000.0,25.05.2018,64,1.9436,475
50400000.0,0.0,25.05.2018,64,1.9436,661
0.0,12400000.0,25.05.2018,64,1.9436,662
0.0,100000000.0,25.05.2018,64,1.9436,460
10300000.0,0.0,25.05.2018,64,1.9436,663
4500000.0,0.0,25.05.2018,64,1.9436,471
0.0,8300000.0,25.05.2018,64,1.9436,561
20800000.0,0.0,25.05.2018,64,1.9436,659
10500000.0,0.0,25.05.2018,64,1.9436,664
0.0,45700000.0,25.05.2018,64,1.9436,665
0.0,38000000.0,25.05.2018,64,1.9436,473
0.0,41000000.0,25.05.2018,64,1.9436,545
12000000.0,0.0,25.05.2018,64,1.9436,616
0.0,52000000.0,25.05.2018,64,1.9436,515
36700000.0,0.0,25.05.2018,64,1.9436,458
0.0,10300000.0,25.05.2018,64,1.9436,450
6200000.0,0.0,25.05.2018,64,1.9436,666
0.0,41600000.0,25.05.2018,64,1.9436,667
10400000.0,0.0,25.05.2018,64,1.9436,668
21000000.0,0.0,25.05.2018,64,1.9436,669
0.0,17000000.0,25.05.2018,64,1.9436,670
31000000.0,0.0,25.05.2018,64,1.9436,472
0.0,23000000.0,25.05.2018,64,1.9436,491
8300000.0,0.0,25.05.2018,64,1.9436,564
6200000.0,0.0,25.05.2018,64,1.9436,671
303100000.0,0.0,25.05.2018,64,1.9436,458
16500000.0,0.0,25.05.2018,64,1.9436,517
6200000.0,0.0,25.05.2018,64,1.9436,672
0.0,5000000.0,25.05.2018,64,1.9436,542
0.0,5000000.0,25.05.2018,64,1.9436,543
0.0,20600000.0,25.05.2018,64,1.9436,673
0.0,10200000.0,25.05.2018,64,1.9436,449
0.0,11000000.0,25.05.2018,64,1.9436,674
0.0,20500000.0,29.05.2018,68,1.9436,537
0.0,20400000.0,29.05.2018,68,1.9436,522
0.0,53100000.0,29.05.2018,68,1.9436,560
21300000.0,0.0,29.05.2018,68,1.9436,675
0.0,20600000.0,29.05.2018,68,1.9436,676
14400000.0,0.0,29.05.2018,68,1.9436,677
0.0,250000000.0,29.05.2018,68,1.9436,608
250000000.0,0.0,29.05.2018,68,1.9436,513
10200000.0,0.0,29.05.2018,68,1.9436,678
0.0,20600000.0,29.05.2018,68,1.9436,679
0.0,10500000.0,29.05.2018,68,1.9436,507
0.0,20400000.0,29.05.2018,68,1.9436,526
50000000.0,0.0,29.05.2018,68,1.9436,680
0.0,85000000.0,29.05.2018,68,1.9436,486
28300000.0,0.0,29.05.2018,68,1.9436,552
14400000.0,0.0,29.05.2018,68,1.9436,681
0.0,14400000.0,29.05.2018,68,1.9436,620
20000000.0,0.0,29.05.2018,68,1.9436,682
0.0,14400000.0,29.05.2018,68,1.9436,677
14300000.0,0.0,29.05.2018,68,1.9436,683
50000000.0,0.0,29.05.2018,68,1.9436,684
0.0,11000000.0,29.05.2018,68,1.9563,685
0.0,12400000.0,29.05.2018,68,1.9563,686
10300000.0,0.0,29.05.2018,68,1.9563,687
0.0,10300000.0,29.05.2018,68,1.9563,478
0.0,10400000.0,29.05.2018,68,1.9563,483
0.0,10400000.0,29.05.2018,68,1.9563,487
10300000.0,0.0,29.05.2018,68,1.9563,688
12300000.0,0.0,29.05.2018,68,1.9563,512
0.0,10300000.0,29.05.2018,68,1.9563,481
0.0,18500000.0,29.05.2018,68,1.9563,520
0.0,10300000.0,29.05.2018,68,1.9563,482
81500000.0,0.0,15.05.2018,54,1.9604,466
82000000.0,0.0,15.05.2018,54,1.9604,689
0.0,123000000.0,15.05.2018,54,1.9604,545
0.0,81800000.0,15.05.2018,54,1.9604,689
41000000.0,0.0,15.05.2018,54,1.9604,468
82000000.0,0.0,15.05.2018,54,1.9604,690
0.0,122000000.0,15.05.2018,54,1.9604,546
162200000.0,0.0,15.05.2018,54,1.9604,691
82000000.0,0.0,15.05.2018,54,1.9604,692
81800000.0,0.0,15.05.2018,54,1.9604,549
82000000.0,0.0,15.05.2018,54,1.9604,693
0.0,82000000.0,15.05.2018,54,1.9604,564
82000000.0,0.0,15.05.2018,54,1.9604,694
0.0,41000000.0,15.05.2018,54,1.9604,546
0.0,81582000.0,15.05.2018,54,1.9604,690
41000000.0,0.0,15.05.2018,54,1.9604,504
0.0,8500000.0,29.05.2018,68,1.9842,560
0.0,20700000.0,29.05.2018,68,1.9842,695
0.0,20000000.0,29.05.2018,68,1.9842,531
59000000.0,0.0,29.05.2018,68,1.9842,696
10300000.0,0.0,29.05.2018,68,1.9842,697
0.0,10300000.0,29.05.2018,68,1.9842,558
0.0,24700000.0,29.05.2018,68,1.9842,698
15000000.0,0.0,29.05.2018,68,1.9842,699
12300000.0,0.0,29.05.2018,68,1.9842,563
0.0,10300000.0,29.05.2018,68,1.9842,569
0.0,30900000.0,29.05.2018,68,1.9842,700
0.0,20000000.0,29.05.2018,68,1.9842,538
183900000.0,0.0,29.05.2018,68,1.9842,701
0.0,8300000.0,29.05.2018,68,1.9842,570
14400000.0,0.0,29.05.2018,68,1.9842,702
20400000.0,0.0,29.05.2018,68,1.9842,703
31000000.0,0.0,29.05.2018,68,1.9842,553
0.0,20000000.0,29.05.2018,68,1.9842,645
260000000.0,0.0,29.05.2018,68,1.9842,704
0.0,109000000.0,29.05.2018,68,1.9842,548
0.0,25500000.0,29.05.2018,68,1.9842,705
0.0,50000000.0,29.05.2018,68,1.9842,597
207000000.0,0.0,29.05.2018,68,1.9842,706
0.0,16600000.0,29.05.2018,68,1.9842,707
0.0,14400000.0,29.05.2018,68,1.9842,681
10300000.0,0.0,29.05.2018,68,1.9842,708
0.0,10300000.0,29.05.2018,68,1.9842,591
0.0,78000000.0,30.05.2018,69,1.9842,694
77000000.0,0.0,30.05.2018,69,1.9842,556
5000000.0,0.0,30.05.2018,69,1.9842,529
0.0,21800000.0,30.05.2018,69,1.9842,709
0.0,11000000.0,30.05.2018,69,1.9842,691
79000000.0,0.0,30.05.2018,69,1.9842,710
77000000.0,0.0,30.05.2018,69,1.9842,711
0.0,77000000.0,30.05.2018,69,1.9842,710
11000000.0,0.0,30.05.2018,69,1.9842,674
0.0,117000000.0,30.05.2018,69,1.9842,547
78100000.0,0.0,30.05.2018,69,1.9842,712
0.0,77000000.0,30.05.2018,69,1.9842,711
20900000.0,0.0,30.05.2018,69,1.9842,713
24800000.0,0.0,30.05.2018,69,1.9842,626
0.0,174800000.0,30.05.2018,69,1.9842,530
0.0,28600000.0,30.05.2018,69,1.9842,714
151200000.0,0.0,30.05.2018,69,1.9842,715
41600000.0,0.0,30.05.2018,69,1.9842,533
41600000.0,0.0,30.05.2018,69,1.9842,557
15000000.0,0.0,30.05.2018,69,1.9842,716
0.0,51600000.0,30.05.2018,69,1.9842,601
100000000.0,0.0,30.05.2018,69,1.9842,717
78000000.0,0.0,30.05.2018,69,1.9842,718
0.0,77000000.0,30.05.2018,69,1.9842,712
0.0,20800000.0,30.05.2018,69,1.9842,719
116000000.0,0.0,30.05.2018,69,1.9842,720
0.0,16000000.0,31.05.2018,70,1.9842,721
0.0,124000000.0,31.05.2018,70,1.9842,542
248000000.0,0.0,31.05.2018,70,1.9842,722
0.0,16400000.0,31.05.2018,70,1.9842,723
14300000.0,0.0,31.05.2018,70,1.9842,724
77000000.0,0.0,31.05.2018,70,1.9842,725
0.0,14300000.0,31.05.2018,70,1.9842,683
0.0,78491509.05,31.05.2018,70,1.9842,693
245000000.0,0.0,31.05.2018,70,1.9842,726
6300000.0,0.0,31.05.2018,70,1.9842,727
10800000.0,0.0,31.05.2018,70,1.9842,728
0.0,20500000.0,31.05.2018,70,1.9842,729
0.0,47000000.0,31.05.2018,70,1.9842,730
0.0,124000000.0,31.05.2018,70,1.9842,543
0.0,10400000.0,31.05.2018,70,1.9842,540
0.0,41800000.0,01.06.2018,71,2.0063,731
12500000.0,0.0,01.06.2018,71,2.0063,579
0.0,34100000.0,01.06.2018,71,2.0063,622
1000000.0,0.0,01.06.2018,71,2.0063,588
18000000.0,0.0,01.06.2018,71,2.0063,573
10000000.0,0.0,01.06.2018,71,2.0063,732
21300000.0,0.0,01.06.2018,71,2.0063,733
10300000.0,0.0,01.06.2018,71,2.0063,734
4600000.0,0.0,01.06.2018,71,2.0063,617
21300000.0,0.0,01.06.2018,71,2.0063,735
30600000.0,0.0,01.06.2018,71,2.0063,736
8300000.0,0.0,01.06.2018,71,2.0063,737
109000000.0,0.0,01.06.2018,71,2.0063,738
0.0,10000000.0,01.06.2018,71,2.0063,596
0.0,10500000.0,01.06.2018,71,2.0063,634
10800000.0,0.0,01.06.2018,71,2.0063,739
12000000.0,0.0,01.06.2018,71,2.0063,740
11000000.0,0.0,01.06.2018,71,2.0063,685
0.0,30600000.0,01.06.2018,71,2.0063,736
0.0,206000000.0,01.06.2018,71,2.0063,741
16600000.0,0.0,01.06.2018,71,2.0063,589
10300000.0,0.0,01.06.2018,71,2.0063,742
0.0,10400000.0,01.06.2018,71,2.0063,582
22000000.0,0.0,01.06.2018,71,2.0063,743
0.0,31000000.0,01.06.2018,71,2.0063,744
0.0,34100000.0,01.06.2018,71,2.0063,745
0.0,41800000.0,01.06.2018,71,2.0063,746
119600000.0,0.0,01.06.2018,71,2.0063,747
10400000.0,0.0,01.06.2018,71,2.0063,748
10300000.0,0.0,01.06.2018,71,2.0063,749
10300000.0,0.0,01.06.2018,71,2.0063,750
20400000.0,0.0,01.06.2018,71,2.0063,751
0.0,14300000.0,01.06.2018,71,2.0063,724
75000000.0,0.0,01.06.2018,71,2.0063,752
75000000.0,0.0,01.06.2018,71,2.0063,753
0.0,41800000.0,01.06.2018,71,2.0063,754
0.0,66700000.0,01.06.2018,71,2.0063,755
0.0,54300000.0,01.06.2018,71,2.0063,756
0.0,15800000.0,01.06.2018,71,2.0063,757
0.0,20600000.0,01.06.2018,71,2.0063,758
0.0,16600000.0,04.06.2018,74,2.0172,759
21000000.0,0.0,04.06.2018,74,2.0172,760
0.0,41250000.0,04.06.2018,74,2.0172,761
0.0,30000000.0,04.06.2018,74,2.0172,715
0.0,250000000.0,04.06.2018,74,2.0172,704
0.0,20000000.0,04.06.2018,74,2.0172,647
34800000.0,0.0,04.06.2018,74,2.0172,762
0.0,20600000.0,04.06.2018,74,2.0172,763
0.0,10300000.0,04.06.2018,74,2.0172,592
31000000.0,0.0,04.06.2018,74,2.0172,602
20600000.0,0.0,04.06.2018,74,2.0172,660
0.0,20600000.0,04.06.2018,74,2.0172,764
10300000.0,0.0,04.06.2018,74,2.0172,765
0.0,21300000.0,04.06.2018,74,2.0172,574
0.0,56700000.0,04.06.2018,74,2.0172,696
10200000.0,0.0,04.06.2018,74,2.0172,766
12400000.0,0.0,04.06.2018,74,2.0172,607
51500000.0,0.0,04.06.2018,74,2.0172,767
0.0,100000000.0,04.06.2018,74,2.0172,617
0.0,20800000.0,04.06.2018,74,2.0172,768
0.0,10000000.0,04.06.2018,74,2.0172,618
20500000.0,0.0,04.06.2018,74,2.0172,729
0.0,10200000.0,04.06.2018,74,2.0172,577
10300000.0,0.0,04.06.2018,74,2.0172,769
0.0,10400000.0,04.06.2018,74,2.0172,584
47600000.0,0.0,04.06.2018,74,2.0172,730
0.0,10000000.0,04.06.2018,74,2.0172,639
16600000.0,0.0,04.06.2018,74,2.0172,707
0.0,20000000.0,04.06.2018,74,2.0172,682
106500000.0,0.0,04.06.2018,74,2.0172,770
100000000.0,0.0,04.06.2018,74,2.0172,771
150000000.0,0.0,04.06.2018,74,2.0172,772
0.0,100000000.0,04.06.2018,74,2.0172,627
18600000.0,0.0,04.06.2018,74,2.0172,630
0.0,10300000.0,04.06.2018,74,2.0172,603
0.0,10000000.0,04.06.2018,74,2.0172,644
20800000.0,0.0,04.06.2018,74,2.0172,701
0.0,14400000.0,04.06.2018,74,2.0172,702
14400000.0,0.0,04.06.2018,74,2.0172,773
0.0,10300000.0,04.06.2018,74,2.0172,614
0.0,27000000.0,04.06.2018,74,2.0172,774
31300000.0,0.0,04.06.2018,74,2.0172,775
0.0,31000000.0,04.06.2018,74,2.0172,775
12300000.0,0.0,04.06.2018,74,2.0172,590
10300000.0,0.0,04.06.2018,74,2.0172,776
0.0,16500000.0,04.06.2018,74,2.0172,777
0.0,10300000.0,04.06.2018,74,2.0172,625
0.0,11000000.0,04.06.2018,74,2.0172,728
0.0,25000000.0,04.06.2018,74,2.0172,778
0.0,100000000.0,04.06.2018,74,2.0172,636
0.0,20500000.0,04.06.2018,74,2.0172,751
0.0,33000000.0,04.06.2018,74,2.0246,779
18900000.0,0.0,04.06.2018,74,2.0246,780
0.0,5900000.0,04.06.2018,74,2.0246,594
20600000.0,0.0,04.06.2018,74,2.0246,673
20800000.0,0.0,04.06.2018,74,2.0246,719
0.0,21870000.0,04.06.2018,74,2.0246,595
10000000.0,0.0,04.06.2018,74,2.0246,781
10400000.0,0.0,04.06.2018,74,2.0246,782
50000000.0,0.0,04.06.2018,74,2.0246,783
16400000.0,0.0,04.06.2018,74,2.0246,723
10300000.0,0.0,04.06.2018,74,2.0246,784
19100000.0,0.0,04.06.2018,74,2.0246,785
0.0,10900000.0,04.06.2018,74,2.0246,576
0.0,103000000.0,04.06.2018,74,2.0246,786
10800000.0,0.0,04.06.2018,74,2.0246,787
54500000.0,0.0,04.06.2018,74,2.0246,788
0.0,21000000.0,04.06.2018,74,2.0246,605
0.0,20500000.0,04.06.2018,74,2.0246,789
12300000.0,0.0,04.06.2018,74,2.0246,790
10300000.0,0.0,04.06.2018,74,2.0246,791
0.0,100000000.0,04.06.2018,74,2.0246,717
21000000.0,0.0,04.06.2018,74,2.0246,792
25000000.0,0.0,04.06.2018,74,2.0246,610
8100000.0,0.0,04.06.2018,74,2.0246,793
0.0,10300000.0,04.06.2018,74,2.0246,632
15500000.0,0.0,04.06.2018,74,2.0246,757
11000000.0,0.0,04.06.2018,74,2.0246,794
35600000.0,0.0,04.06.2018,74,2.0246,795
150900000.0,0.0,04.06.2018,74,2.0246,796
0.0,24200000.0,04.06.2018,74,2.0246,797
48079957.31,0.0,04.06.2018,74,2.0246,798
0.0,34000000.0,04.06.2018,74,2.0246,762
0.0,5000000.0,04.06.2018,74,2.0246,606
20000000.0,0.0,04.06.2018,74,2.0246,799
10000000.0,0.0,04.06.2018,74,2.0246,800
44000000.0,0.0,04.06.2018,74,2.0246,665
20000000.0,0.0,04.06.2018,74,2.0246,801
0.0,100000000.0,04.06.2018,74,2.0246,771
0.0,30000000.0,04.06.2018,74,2.0246,802
5000000.0,0.0,04.06.2018,74,2.0246,726
31300000.0,0.0,04.06.2018,74,2.0246,803
20000000.0,0.0,04.06.2018,74,2.0246,804
151000000.0,0.0,04.06.2018,74,2.0246,805
60543482.51,0.0,04.06.2018,74,2.0246,806
200000000.0,0.0,04.06.2018,74,2.0246,807
0.0,10300000.0,04.06.2018,74,2.0246,637
10000000.0,0.0,04.06.2018,74,2.0246,808
0.0,116900000.0,04.06.2018,74,2.0246,720
0.0,10400000.0,04.06.2018,74,2.0246,629
0.0,164000000.0,04.06.2018,74,2.0246,609
20130000.0,0.0,04.06.2018,74,2.0246,809
0.0,107067637.1,04.06.2018,74,2.0246,796
6100000.0,0.0,04.06.2018,74,2.0246,810
0.0,30600000.0,04.06.2018,74,2.0246,811
10900000.0,0.0,04.06.2018,74,2.0246,812
21900000.0,0.0,04.06.2018,74,2.0246,709
10300000.0,0.0,04.06.2018,74,2.0246,813
20400000.0,0.0,04.06.2018,74,2.0246,789
15800000.0,0.0,04.06.2018,74,2.0246,721
0.0,5400000.0,04.06.2018,74,2.0246,725
10300000.0,0.0,04.06.2018,74,2.0246,814
10400000.0,0.0,04.06.2018,74,2.0246,815
0.0,11300000.0,05.06.2018,75,2.0246,816
54000000.0,0.0,05.06.2018,75,2.0246,817
0.0,16000000.0,05.06.2018,75,2.0246,818
0.0,20700000.0,05.06.2018,75,2.0246,819
0.0,55200000.0,05.06.2018,75,2.0246,820
49700000.0,0.0,05.06.2018,75,2.0246,821
0.0,11000000.0,05.06.2018,75,2.0246,739
20000000.0,0.0,05.06.2018,75,2.0246,822
8300000.0,0.0,05.06.2018,75,2.0246,823
109000000.0,0.0,05.06.2018,75,2.0246,824
0.0,100000000.0,05.06.2018,75,2.0246,825
10000000.0,0.0,05.06.2018,75,2.0246,826
0.0,38000000.0,05.06.2018,75,2.0246,827
0.0,27500000.0,05.06.2018,75,2.0246,828
0.0,207000000.0,05.06.2018,75,2.0246,706
0.0,21300000.0,05.06.2018,75,2.0246,675
10000000.0,0.0,05.06.2018,75,2.0246,829
50000000.0,0.0,05.06.2018,75,2.0246,830
20000000.0,0.0,05.06.2018,75,2.0246,831
0.0,34000000.0,05.06.2018,75,2.0246,832
5400000.0,0.0,05.06.2018,75,2.0246,783
22000000.0,0.0,05.06.2018,75,2.0246,797
0.0,100000000.0,05.06.2018,75,2.0246,833
0.0,10000000.0,05.06.2018,75,2.0246,657
14700000.0,0.0,06.06.2018,76,2.0252,834
0.0,55400000.0,06.06.2018,76,2.0252,835
60900000.0,0.0,06.06.2018,76,2.0252,836
20900000.0,0.0,06.06.2018,76,2.0252,837
60900000.0,0.0,06.06.2018,76,2.0252,838
0.0,25500000.0,06.06.2018,76,2.0252,839
0.0,106100000.0,06.06.2018,76,2.0252,770
0.0,14300000.0,06.06.2018,76,2.0252,840
0.0,16600000.0,06.06.2018,76,2.0252,841
0.0,16600000.0,06.06.2018,76,2.0252,842
0.0,10300000.0,06.06.2018,76,2.0252,640
171900000.0,0.0,06.06.2018,76,2.0252,843
14300000.0,0.0,06.06.2018,76,2.0252,840
0.0,10200000.0,06.06.2018,76,2.0252,604
76700000.0,0.0,06.06.2018,76,2.0252,844
0.0,67800000.0,06.06.2018,76,2.0252,606
20000000.0,0.0,06.06.2018,76,2.0252,845
4200000.0,0.0,06.06.2018,76,2.0252,636
0.0,8300000.0,06.06.2018,76,2.0252,588
0.0,40000000.0,06.06.2018,76,2.0252,846
50000000.0,0.0,06.06.2018,76,2.0252,847
22000000.0,0.0,06.06.2018,76,2.0252,848
0.0,20700000.0,06.06.2018,76,2.0252,845
20700000.0,0.0,06.06.2018,76,2.0252,695
11000000.0,0.0,06.06.2018,76,2.0252,849
0.0,55400000.0,06.06.2018,76,2.0252,838
0.0,67000000.0,06.06.2018,76,2.0252,844
